----------------------Part 1-----------------
sin value=1.973848
sin value=1.971527
sin value=1.969109
sin value=1.966594
sin value=1.963983
sin value=1.961275
sin value=1.958471
sin value=1.955572
sin value=1.952576
sin value=1.949486
sin value=1.946300
sin value=1.943020
sin value=1.939645
sin value=1.936177
sin value=1.932615
sin value=1.928960
sin value=1.925212
sin value=1.921371
sin value=1.917438
sin value=1.913413
sin value=1.909297
sin value=1.905091
sin value=1.900793
sin value=1.896406
sin value=1.891929
sin value=1.887362
sin value=1.882707
sin value=1.877964
sin value=1.873133
sin value=1.868215
sin value=1.863209
sin value=1.858118
sin value=1.852940
sin value=1.847678
sin value=1.842330
sin value=1.836899
sin value=1.831383
sin value=1.825785
sin value=1.820104
sin value=1.814341
sin value=1.808496
sin value=1.802571
sin value=1.796565
sin value=1.790480
sin value=1.784316
sin value=1.778073
sin value=1.771753
sin value=1.765355
sin value=1.758881
sin value=1.752331
sin value=1.745705
sin value=1.739005
sin value=1.732231
sin value=1.725384
sin value=1.718465
sin value=1.711473
sin value=1.704411
sin value=1.697278
sin value=1.690075
sin value=1.682803
sin value=1.675463
sin value=1.668056
sin value=1.660581
sin value=1.653041
sin value=1.645435
sin value=1.637765
sin value=1.630031
sin value=1.622234
sin value=1.614374
sin value=1.606454
sin value=1.598472
sin value=1.590431
sin value=1.582331
sin value=1.574172
sin value=1.565956
sin value=1.557684
sin value=1.549355
sin value=1.540972
sin value=1.532535
sin value=1.524044
sin value=1.515501
sin value=1.506907
sin value=1.498262
sin value=1.489567
sin value=1.480823
sin value=1.472031
sin value=1.463191
sin value=1.454306
sin value=1.445375
sin value=1.436399
sin value=1.427380
sin value=1.418318
sin value=1.409214
sin value=1.400069
sin value=1.390885
sin value=1.381661
sin value=1.372399
sin value=1.363100
sin value=1.353764
sin value=1.344393
sin value=1.334988
sin value=1.325549
sin value=1.316078
sin value=1.306575
sin value=1.297041
sin value=1.287478
sin value=1.277886
sin value=1.268266
sin value=1.258619
sin value=1.248947
sin value=1.239249
sin value=1.229528
sin value=1.219784
sin value=1.210017
sin value=1.200230
sin value=1.190423
sin value=1.180596
sin value=1.170752
sin value=1.160890
sin value=1.151013
sin value=1.141120
sin value=1.131213
sin value=1.121293
sin value=1.111361
sin value=1.101418
sin value=1.091465
sin value=1.081502
sin value=1.071532
sin value=1.061554
sin value=1.051570
sin value=1.041581
sin value=1.031587
sin value=1.021591
sin value=1.011592
sin value=1.001593
sin value=0.991593
sin value=0.981594
sin value=0.971596
sin value=0.961602
sin value=0.951612
sin value=0.941626
sin value=0.931646
sin value=0.921673
sin value=0.911708
sin value=0.901751
sin value=0.891805
sin value=0.881869
sin value=0.871945
sin value=0.862034
sin value=0.852137
sin value=0.842254
sin value=0.832388
sin value=0.822538
sin value=0.812705
sin value=0.802892
sin value=0.793098
sin value=0.783325
sin value=0.773573
sin value=0.763845
sin value=0.754139
sin value=0.744459
sin value=0.734804
sin value=0.725175
sin value=0.715574
sin value=0.706002
sin value=0.696458
sin value=0.686946
sin value=0.677464
sin value=0.668015
sin value=0.658599
sin value=0.649217
sin value=0.639870
sin value=0.630559
sin value=0.621285
sin value=0.612049
sin value=0.602852
sin value=0.593694
sin value=0.584577
sin value=0.575502
sin value=0.566469
sin value=0.557480
sin value=0.548534
sin value=0.539634
sin value=0.530780
sin value=0.521973
sin value=0.513213
sin value=0.504503
sin value=0.495841
sin value=0.487231
sin value=0.478671
sin value=0.470164
sin value=0.461709
sin value=0.453309
sin value=0.444963
sin value=0.436673
sin value=0.428439
sin value=0.420262
sin value=0.412143
sin value=0.404083
sin value=0.396082
sin value=0.388142
sin value=0.380263
sin value=0.372446
sin value=0.364692
sin value=0.357001
sin value=0.349375
sin value=0.341814
sin value=0.334318
sin value=0.326889
sin value=0.319527
sin value=0.312234
sin value=0.305009
sin value=0.297854
sin value=0.290769
sin value=0.283754
sin value=0.276812
sin value=0.269942
sin value=0.263144
sin value=0.256421
sin value=0.249772
sin value=0.243198
sin value=0.236699
sin value=0.230277
sin value=0.223932
sin value=0.217664
sin value=0.211475
sin value=0.205364
sin value=0.199333
sin value=0.193382
sin value=0.187512
sin value=0.181723
sin value=0.176016
sin value=0.170391
sin value=0.164849
sin value=0.159391
sin value=0.154016
sin value=0.148727
sin value=0.143522
sin value=0.138403
sin value=0.133370
sin value=0.128424
sin value=0.123565
sin value=0.118794
sin value=0.114111
sin value=0.109516
sin value=0.105011
sin value=0.100595
sin value=0.096268
sin value=0.092033
sin value=0.087888
sin value=0.083834
sin value=0.079872
sin value=0.076002
sin value=0.072224
sin value=0.068539
sin value=0.064947
sin value=0.061449
sin value=0.058045
sin value=0.054734
sin value=0.051519
sin value=0.048398
sin value=0.045372
sin value=0.042442
sin value=0.039608
sin value=0.036869
sin value=0.034227
sin value=0.031681
sin value=0.029233
sin value=0.026881
sin value=0.024627
sin value=0.022470
sin value=0.020411
sin value=0.018450
sin value=0.016587
sin value=0.014822
sin value=0.013156
sin value=0.011589
sin value=0.010120
sin value=0.008751
sin value=0.007480
sin value=0.006309
sin value=0.005237
sin value=0.004265
sin value=0.003392
sin value=0.002619
sin value=0.001946
sin value=0.001372
sin value=0.000898
sin value=0.000524
sin value=0.000251
sin value=0.000077
sin value=0.000003
sin value=0.000029
sin value=0.000155
sin value=0.000381
sin value=0.000707
sin value=0.001133
sin value=0.001659
sin value=0.002285
sin value=0.003010
sin value=0.003835
sin value=0.004760
sin value=0.005784
sin value=0.006908
sin value=0.008131
sin value=0.009453
sin value=0.010875
sin value=0.012395
sin value=0.014014
sin value=0.015731
sin value=0.017547
sin value=0.019462
sin value=0.021474
sin value=0.023584
sin value=0.025792
sin value=0.028097
sin value=0.030499
sin value=0.032999
sin value=0.035595
sin value=0.038287
sin value=0.041076
sin value=0.043960
sin value=0.046940
sin value=0.050016
sin value=0.053186
sin value=0.056451
sin value=0.059811
sin value=0.063264
sin value=0.066811
sin value=0.070452
sin value=0.074185
sin value=0.078011
sin value=0.081930
sin value=0.085940
sin value=0.090041
sin value=0.094233
sin value=0.098516
sin value=0.102889
sin value=0.107352
sin value=0.111904
sin value=0.116545
sin value=0.121275
sin value=0.126092
sin value=0.130996
sin value=0.135988
sin value=0.141066
sin value=0.146229
sin value=0.151478
sin value=0.156812
sin value=0.162231
sin value=0.167733
sin value=0.173318
sin value=0.178986
sin value=0.184736
sin value=0.190567
sin value=0.196480
sin value=0.202473
sin value=0.208545
sin value=0.214697
sin value=0.220927
sin value=0.227236
sin value=0.233621
sin value=0.240083
sin value=0.246621
sin value=0.253235
sin value=0.259923
sin value=0.266685
sin value=0.273520
sin value=0.280428
sin value=0.287408
sin value=0.294460
sin value=0.301582
sin value=0.308773
sin value=0.316034
sin value=0.323363
sin value=0.330760
sin value=0.338224
sin value=0.345754
sin value=0.353349
sin value=0.361009
sin value=0.368733
sin value=0.376520
sin value=0.384370
sin value=0.392281
sin value=0.400253
sin value=0.408284
sin value=0.416375
sin value=0.424525
sin value=0.432731
sin value=0.440995
sin value=0.449314
sin value=0.457689
sin value=0.466118
sin value=0.474600
sin value=0.483135
sin value=0.491721
sin value=0.500358
sin value=0.509045
sin value=0.517782
sin value=0.526566
sin value=0.535398
sin value=0.544276
sin value=0.553200
sin value=0.562168
sin value=0.571181
sin value=0.580236
sin value=0.589333
sin value=0.598471
sin value=0.607650
sin value=0.616867
sin value=0.626123
sin value=0.635417
sin value=0.644746
sin value=0.654112
sin value=0.663512
sin value=0.672945
sin value=0.682411
sin value=0.691909
sin value=0.701438
sin value=0.710997
sin value=0.720585
sin value=0.730200
sin value=0.739843
sin value=0.749511
sin value=0.759205
sin value=0.768922
sin value=0.778663
sin value=0.788426
sin value=0.798210
sin value=0.808014
sin value=0.817837
sin value=0.827679
sin value=0.837538
sin value=0.847413
sin value=0.857303
sin value=0.867208
sin value=0.877126
sin value=0.887056
sin value=0.896998
sin value=0.906949
sin value=0.916911
sin value=0.926880
sin value=0.936857
sin value=0.946840
sin value=0.956828
sin value=0.966821
sin value=0.976817
sin value=0.986815
sin value=0.996815
sin value=1.006815
2.2: LUT 1 period complete
LUT execution time=26414____
Start=93
Finish=26507

2.1: Sin() 1 Period Complete
sin execution time=29384____
sin start time=95
sin end time=29479
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
Pressed
